NO_MUNICIPIO,CO_MUNICIPIO,SG_UF,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Juruá,1302207,AM,0.441148325358852,0.472491240163134,0.477309265155772,0.43452846975089,0.448188140917982,0.450788116510496,0.527631578947368,0.594596883468835,0.663503747099962,0.763507528786537,0.773635427394439,0.785519041957271,0.686687881198621,NA,NA,NA
Alvarães,1300029,AM,0.334903370695993,0.420392864322671,0.433895297249335,0.50384455440377,0.556214560124476,0.597482228140062,0.567054717356248,0.557303363408324,0.552511234469997,0.568189219996743,0.485686748462503,0.553149726452948,0.58329592498379,0.506780185758514,0.462724935732648,0.480550365211483
Uarini,1304260,AM,0.283427860079754,0.305612487199136,0.342110874200426,0.368680051050461,0.361770498144924,0.371590052750565,0.426468517963694,0.489312378351683,0.479450760929881,0.415404173401377,0.443979169639036,0.455295950155763,0.427878409327504,0.502001334222815,0.518866396761134,0.525993883792049
Tefé,1304203,AM,0.251880023018293,0.23687750818476,0.248600295750076,0.250316623210256,0.268865717514602,0.277610679558429,0.329837460601565,0.305935202205882,0.335236515547396,0.340313776230018,0.337710756862542,0.424814168777263,0.52761442034967,0.529406433228034,0.559688180388449,0.695989363792778
Anamã,1300086,AM,0.485445588893865,0.489748224118364,0.555418070163378,0.527895266868077,0.543635309006539,0.517785705808019,0.595981629509865,0.620841995841996,0.491922788605697,0.48223993460045,0.459793322599058,0.460569588715551,0.616276937184778,0.46972965199885,0.446533700810516,0.688729874776386
Anori,1300102,AM,0.320793725701701,0.403391896534684,0.296000385298713,0.350654459623775,0.461627664355419,0.335901917169791,0.394641569011746,0.529950669485553,0.467095637137537,0.555303430079156,0.520317389076836,0.531544534912411,0.543052526721051,0.758344258315125,0.767074047447879,0.736508681370249
Beruri,1300631,AM,0.547326719551676,0.407426076236671,0.542963416768773,0.517407878017789,0.598279079411155,0.595362103174603,0.503798082756947,0.622697826191276,0.647658639893325,0.789384454877413,0.702219202898551,0.865947403910991,0.739646684042861,0.759883038344815,0.700176346990845,0.915533514637658
Caapiranga,1300839,AM,0.512874274878109,0.595745055564361,0.588692051895059,0.602138350523254,0.591492971798583,0.579105493437044,0.60917672547199,0.561595782024129,0.569649963381599,0.616633466135458,0.648507825804882,0.652771784797765,0.77459881932319,0.791942886282509,0.74266862170088,0.64891017999323
Coari,1301209,AM,0.261475966515279,0.315552549330597,0.30470204083602,0.332651245551601,0.365318135371242,0.367525357619255,0.417100009758373,0.452308250777718,0.516439167055448,0.536003654010236,0.540332314707488,0.516326055698868,0.549097283550574,0.655176626285249,0.651087727666175,0.870163566255325
Codajás,1301308,AM,0.358402421510606,0.339529298892555,0.38293044026989,0.447644677950131,0.458323366064403,0.457368234230967,0.438614341085271,0.34887269219674,0.472233037919512,0.545584657220552,0.597150997150997,0.698993921086465,0.828162291169451,0.830287180401597,0.905415312041818,0.948031937246113
Autazes,1300300,AM,0.30930235277023,0.343295220862322,0.36204297577643,0.378442431481259,0.374700104963263,0.418527345436899,0.44752117761422,0.653817636186018,0.729499789548304,0.815285523171043,0.797726373426588,0.816358113027541,0.769920830889589,0.852842349957735,0.969230769230769,0.945945945945946
Careiro,1301100,AM,0.2701257685501,0.291952826916407,0.353087029461256,0.406275140788415,0.380071338969911,0.404386988388119,0.440578258964891,0.453684863071145,0.648263965677385,0.711457490973176,0.793271941779178,0.4153039674159,0.744737775137269,0.849445882165483,0.971428571428571,0.902834746148938
Manaquiri,1302553,AM,0.476138088689658,0.468880550343965,0.59982293669637,0.635920488600584,0.736646805057236,0.773867300186662,0.775746503387579,0.775655291790307,0.791279981490527,0.828357679955069,0.859793588054458,0.882109826343688,0.916152996285576,0.892926251830361,0.89276163084065,0.714745762711864
Careiro da Várzea,1301159,AM,0.449314112996977,0.452405207313524,0.450292397660819,0.430884725934144,0.505276138401898,0.51697639083684,0.55670863386677,0.540093928212009,0.598060726950355,0.598519778116537,0.613865171403084,0.685854747727985,0.843878389482334,0.759072741806555,0.770585578804757,0.695528637655152
Iranduba,1301852,AM,0.248592916201857,0.306811861348575,0.339072529401628,0.365326963464097,0.415017442204836,0.565021270257699,0.58891683604336,0.563535924791014,0.53756671899529,0.554601413625755,0.496277022466065,0.428367942601884,0.4835149944829,0.454601682335477,0.434354591631057,0.391215141227746
Manacapuru,1302504,AM,0.368762027884947,0.386202512551986,0.401713965039923,0.411960378568061,0.447558112885455,0.480702338689017,0.533448071774156,0.464460850529432,0.470107777844004,0.459870967741935,0.447290119663007,0.485086267935371,0.623666168395235,0.697529084428103,0.643411383733964,0.79059271168382
Manaus,1302603,AM,0.257860618627447,0.282668526357862,0.30764114516693,0.334309855364137,0.359370957607127,0.392450760043471,0.423917565289785,0.459364161230617,0.45086860098117,0.482366564069003,0.524192506991836,0.569117638901428,0.610784873011133,0.681707302954299,0.76573556613511,0.80537265011762
Presidente Figueiredo,1303536,AM,0.223653285700856,0.260203607917984,0.276855359372213,0.250190641776476,0.309061490927549,0.347744692097612,0.344211452113132,0.40688679245283,0.472960608842966,0.373092955069676,0.438751470520832,0.447375444839858,0.457469375886009,0.596955597325363,0.543703831948292,0.930416630425328
Rio Preto da Eva,1303569,AM,0.278794801879975,0.297422912446545,0.300039252629926,0.317104595971771,0.292414213824952,0.417558896499473,0.408256260671599,0.40400053559582,0.470047983205878,0.594887324461437,0.629705505761844,0.560591668969329,0.732142857142857,0.649391564604419,0.797872340425532,0.893939393939394
Itacoatiara,1301902,AM,0.295549672688031,0.270780976160781,0.313462961393996,0.315570274474384,0.371476601692119,0.459172800508051,0.440513969339451,0.473011842768754,0.569092264347065,0.683623272123668,0.750906268247765,0.713218795531812,0.744348404095996,0.824287482700128,0.827441802764767,0.851415382678291
Itapiranga,1302009,AM,0.377225760578509,0.289734773422223,0.2632753039979,0.256185985194199,0.283220239751994,0.313276944764834,0.410241260462826,0.547993081224528,0.545227674596506,0.504027617951669,0.490851311608077,0.561713677187097,0.579745202386712,0.546580250816735,0.361747376494788,0.474485228290063
Nova Olinda do Norte,1303106,AM,0.290517601134161,0.473448607573293,0.481641834262331,0.521916059623944,0.54801864866633,0.575911802262099,0.633112894140398,0.659256000432823,0.600300621389548,0.668369302765539,0.756463723673178,0.803099668081618,0.815852707707405,0.777344376735937,0.83026418026418,0.991304347826087
Silves,1304005,AM,0.287310308016528,0.259312252301871,0.323512865061636,0.404505888376856,0.495042878058983,0.533142147022273,0.684135166093929,0.630552096305521,0.446369813255844,0.391620374208883,0.401094926511689,0.474674919084663,0.637685643564356,0.615815691158157,0.589111576428358,0.729863332364059
Urucurituba,1304401,AM,0.363780622273359,0.454782394885665,0.411407605070047,0.506313305414275,0.449324086322826,0.551314325280051,0.598832298136646,0.459663035094485,0.439296102385108,0.550183486238532,0.433938025537216,0.424987702902115,0.775260029717682,0.865070921985816,0.785639412997904,0.783527100049124
Barreirinha,1300508,AM,0.368910265649257,0.368530534351145,0.430575798470535,0.418029803384769,0.448169932002986,0.455232950109999,0.446740568625553,0.454274790537016,0.475832504555497,0.463260791416641,0.446743320706647,0.410347554572247,0.507717048786915,0.348417202973236,0.450424708792502,0.651280387439858
Boa Vista do Ramos,1300680,AM,0.383755458515284,0.330095058466726,0.389038421388226,0.427336344390105,0.493588493417845,0.554836805293074,0.593365111444261,0.617230662983425,0.585901582333507,0.632717956570004,0.526572869165462,0.611577493708378,0.481261093646415,0.53955153757134,0.562993276819643,0.677298421501706
Maués,1302900,AM,0.381529585022897,0.392515432152946,0.46316377137411,0.463612590129714,0.473106070714015,0.471505205109802,0.492732234084368,0.536291473758905,0.560584345431017,0.571215492012269,0.606736999953924,0.653172955004969,0.613978750547421,0.698671818013048,0.800601233613464,0.781647050260974
Nhamundá,1303007,AM,0.446306306306306,0.426191617104039,0.505558621777182,0.557829803047194,0.567692086019956,0.576421737873971,0.542508850062807,0.690571561954273,0.634198129267492,0.704846922333226,0.63872656526353,0.56428988336156,0.654739774504589,0.65314545142243,0.722987030575853,0.864572047670639
Parintins,1303403,AM,0.344754212151193,0.348413954033653,0.345975139191631,0.366262810801241,0.413625073219943,0.426690114077588,0.462672368411625,0.504136467503714,0.489475969559156,0.535552850857257,0.563657995054202,0.586049880207204,0.61247833340751,0.619395312443134,0.713729868179319,0.697226789365548
São Sebastião do Uatumã,1303957,AM,0.384880132921908,0.451890124953867,0.407146629114592,0.387948511665326,0.383644965082226,0.368006172011271,0.413849688217919,0.619182644702494,0.571242680546519,0.572656362848476,0.447523540911194,0.477349152221275,0.767426919370382,0.594732567583246,0.778974861247143,0.757565680079814
Urucará,1304302,AM,0.297986767607723,0.390707026394677,0.419070512820513,0.425155203781158,0.541610880135297,0.522374121811647,0.60214701123792,0.556753290377745,0.732922840100058,0.759294748945956,0.738064396743153,0.778179741051028,0.808095046314942,0.662475144929566,0.824557956777996,0.845032082442154
Boca do Acre,1300706,AM,0.313220165413299,0.311735936463287,0.350964268677737,0.358239850037821,0.452141635375987,0.434092894838011,0.40734041311705,0.479150434041305,0.492024066753281,0.5235079969499,0.621566352429297,0.644068528458309,0.764525681609313,0.662322776029506,0.775009964129135,0.776330632755615
Pauini,1303502,AM,0.468191654323273,0.471449434100036,0.523628029151966,0.496800595238095,0.393791435226662,0.431321468092955,0.426022550077966,0.495408988037504,0.601147331997815,0.744198312236287,0.703777697057755,0.753725640045854,0.720323918625321,0.81421889616464,0.920469361147327,0.765526466653927
Canutama,1300904,AM,0.393849716932578,0.36270733012306,0.493752519145506,0.354958100558659,0.386811931643456,0.508108108108108,0.39067819508241,0.57441159586682,0.564751171884487,0.517697988286224,0.667958656330749,0.545954595459546,0.636320754716981,0.562576961151218,0.805066771406127,0.77467083656458
Lábrea,1302405,AM,0.377478858096507,0.377010698357823,0.411208142142137,0.456228062944436,0.474672557082629,0.48889727721895,0.550369557303584,0.564161074065499,0.539614878291729,0.588779125952969,0.696245379889404,0.58978906816188,0.601721117965121,0.652144704915074,0.656373400726583,0.69628620501496
Tapauá,1304104,AM,0.432327755139294,0.407420831201319,0.464388468888244,0.474583992242765,0.528855471079308,0.54041484857749,0.541141754624901,0.50829945799458,0.518782109030703,0.511293278518005,0.543809877328808,0.684734221936727,0.83106884057971,0.694522460376119,0.750683626118661,0.782808457489517
Apuí,1300144,AM,0.218806967212173,0.147055061236996,0.152406659416913,0.264529265599117,0.349790990674969,0.384414437388432,0.45463176811099,0.426323000579514,0.341603247082699,0.419930437596053,0.491246393363789,0.476203877661233,0.520239816310911,0.440975372554601,0.477172958735733,0.625256338553318
Borba,1300805,AM,0.494727533246765,0.529185095743704,0.596302767150683,0.56857478541823,0.558058415283398,0.535569844002952,0.584477136735722,0.537895729960165,0.545022054190296,0.577322435449538,0.624067474775918,0.58814177625653,0.715313847133142,0.781093577670315,0.912974683544304,0.976455091792212
Humaitá,1301704,AM,0.300283246542384,0.32845465896455,0.377267981519911,0.393229295041984,0.431100209573394,0.433393113342898,0.433164158833411,0.458537795638738,0.443804106655038,0.518811839882074,0.527480636355661,0.521021021021021,0.433378703414261,0.549289350437793,0.721394248359636,0.687754801579335
Manicoré,1302702,AM,0.497340730054044,0.566753036233223,0.630088616332559,0.703567827320592,0.792926090786749,0.740640992613363,0.823264721208963,0.891738245523638,0.833782216386982,0.894767000834966,0.886085482959895,0.867797923248507,0.705215807396848,0.869139903278242,0.920253208360523,0.864436303627842
Novo Aripuanã,1303304,AM,0.405303840613814,0.326234680606705,0.379938124230356,0.347264323939972,0.371380952380952,0.473720323864416,0.510850816457563,0.570116047671221,0.482918287937743,0.688837305508952,0.698642300641613,0.631937301004164,0.725275961470857,0.822736672080371,0.860417363067666,0.901155717761557
Alto Alegre,1400050,RR,0.372804015514488,0.387623492110153,0.270401914940993,0.355213343049146,0.387323317019747,0.376933871851041,0.342717800931057,0.382038009855676,0.31033940044809,0.279635174096252,0.330074689275312,0.324402635548146,0.312844848782887,0.438673727642017,0.50683041130653,0.440473290412389
Mucajaí,1400308,RR,0.192748580151514,0.211660183450992,0.239180427415722,0.296601937101621,0.262356824681098,0.220316619381963,0.254858071916168,0.300557971665825,0.260222666392692,0.293267075903732,0.372555927426458,0.385694534292274,0.415614804514093,0.313418466801925,0.672393401805166,0.764512820512821
Pacaraima,1400456,RR,0.324367568295887,0.332139221123205,0.327288977159881,0.326755345409591,0.300310527897426,0.293601416287304,0.345683298614555,0.53903732477622,0.482082358778085,0.46083985179086,0.451546160261757,0.408436085855441,0.46380733854994,0.380301660364951,0.542455368060651,0.622388059701492
Boa Vista,1400100,RR,0.180825338139719,0.177857356542904,0.179005434332041,0.206849858080608,0.224217797602827,0.225191455524553,0.236461644581098,0.244110668130587,0.246599175704248,0.241524794548215,0.238304035956602,0.242906949187053,0.2992606106788,0.367474379957363,0.439577669141659,0.511775986235701
Amajari,1400027,RR,0.54227312374379,0.452181574630554,0.393770589997005,0.414576563064189,0.432502896871379,0.476430477319893,0.59837962962963,0.576714801444043,0.545264452644526,0.443475348728851,0.552858592692828,0.637247838616715,0.640781165056664,0.573534832288979,0.829632985953783,0.880840120017145
Uiramutã,1400704,RR,0.551714058811851,0.511647554013657,0.53034949382894,0.550882629963844,0.597010104356469,0.669316406636214,0.725009221689414,0.631496032551441,0.71367617336627,0.712316384180791,0.782051282051282,0.837225929456625,0.963678516228748,0.99478759447485,NA,0.912557527942143
Bonfim,1400159,RR,0.327541153981775,0.327702562828634,0.387033568346838,0.378373804267844,0.35751212849925,0.383613885450545,0.389477107031615,0.438630810626914,0.404567761419404,0.450486068323407,0.453282536750558,0.47906976744186,0.712944664031621,0.728186274509804,0.868813825608798,0.727854582693292
Cantá,1400175,RR,0.204598610248009,0.249153394142243,0.244617891963616,0.258741772885693,0.322544374960521,0.275208903440188,0.29360126434802,0.329710024855012,0.268072962636069,0.391853692372012,0.36164400934584,0.382076219512195,0.451973581973582,0.502545676713604,0.660824962598846,0.827545147846795
Normandia,1400407,RR,0.479135861146317,0.501011734311343,0.500660577207808,0.508900766558869,0.515094353053394,0.472607324607034,0.465180440425354,0.497721662209422,0.504232758989268,0.479452919274613,0.59673776197882,0.581681243926142,0.652875357793391,0.71450898671529,0.752102058567701,0.9
Caracaraí,1400209,RR,0.271040476519929,0.287620691011346,0.327571108308813,0.278214496437162,0.26789168682602,0.245945854636366,0.279078344591971,0.301721284342933,0.321668363389568,0.244626476870085,0.290374921102462,0.370215734491358,0.400498984341164,0.372908830281409,0.471402010802999,0.503825045154362
