NO_MUNICIPIO,CO_MUNICIPIO,SG_UF,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Miradouro,3142106,MG,0.271677334146094,0.3078459056071,0.314423668462557,0.301766828418564,0.363182796426352,0.427755480086446,0.534230769230769,0.565829024435317,0.575484777276421,0.5869273528848,0.57218193558922,0.592857142857143,0.651868208147829,0.649074018579562,0.670256042115339,0.745762711864407
Miraí,3142205,MG,0.269750180866552,0.300934147468801,0.340947805197641,0.25377756921633,0.332384566729918,0.385185185185185,0.416285420204493,0.44752874658535,0.487617679202472,0.522498144914275,0.686215114123815,0.75385151537001,0.783797385620915,0.706471306471306,0.929671011793917,0.946236559139785
São Sebastião da Vargem Alegre,3164431,MG,0.147340789774024,0.235797600067131,0.247113594040968,0.258726337673706,0.313009181430234,0.295628415300546,0.338549075391181,0.383879781420765,0.301158301158301,0.427496177819593,0.365508365508365,0.414857530529172,0.413805436337625,0.589572192513369,0.641772151898734,0.641057934508816
Muriaé,3143906,MG,0.337763451524919,0.362180280797433,0.383048975312648,0.399717485977666,0.423367926811943,0.404294079696181,0.465507014991723,0.479003385081111,0.48722042415528,0.474985210444552,0.523538704335985,0.513753252584598,0.595072247353858,0.6304489851617,0.718315418897671,0.710607679424456
Rosário da Limeira,3156452,MG,0.19795104510451,0.195402298850575,0.134894091415831,0.2546346782988,0.167215489989463,0.116589861751152,0.838709677419355,0.692307692307692,0.75,0.692307692307692,0.717948717948718,0.42490494296578,0.41643059490085,1,1,0.966666666666667
Palma,3146701,MG,0.226895406751522,0.194587628865979,0.174255547306772,0.19244060475162,0.257418257418257,0.285306898424769,0.219666048237477,0.192523364485981,0.16109068627451,0.286548463356974,0.452551141300055,0.417576582257476,0.444726465846144,0.435388877249342,0.590598938589841,0.942501942501943
Patrocínio do Muriaé,3148202,MG,0.300809902200489,0.338977859455675,0.306349206349206,0.342403628117914,0.136640360766629,0.139842328684051,0.0916587876877823,0.0714285714285714,0.134942084942085,0.23040473840079,0.134928659701157,0.342271505376344,0.17967693730876,0.578559738134206,0.195182724252492,0.547302580140735
Pedra Dourada,3149002,MG,0.213630406290957,0.094017094017094,0.139837398373984,0.260080878105142,0.184385964912281,0.122472837298858,0.0889761815687741,0.322413322413322,0.206846055280981,0.247648902821317,0.342237061769616,0.252090032154341,0.302675585284281,0.12141652613828,0.115771812080537,0.111298482293423
Pirapetinga,3151107,MG,0.59301063845932,0.672727272727273,0.707865168539326,0.727272727272727,0.774647887323944,0.827160493827161,0.869047619047619,0.888888888888889,0.845070422535211,0.788468720821662,0.783152003251011,0.78550797555158,0.779220779220779,0.91044776119403,0.936507936507937,0.955882352941177
Recreio,3154101,MG,0.459309768045196,0.575128133445159,0.55260413575589,0.604740048539682,0.581277213352685,0.628571428571429,0.75,0.702127659574468,0.761904761904762,0.742510828039034,0.739224082003374,0.734375,0.757212947303203,0.825640372116733,0.882564344005022,0.863636363636364
Santana de Cataguases,3158409,MG,0.0381884475148723,0.0822602635964248,0.0306878306878307,0.0386524822695035,0.155384201560118,0.0375325157933853,192,0.327089337175792,0.292647058823529,0.31,0.27910447761194,0.26355421686747,0.285923753665689,0.274256144890039,0.250985545335085,0.0258064516129032
Santo Antônio do Aventureiro,3160009,MG,0.119502690666172,0.0565749235474007,0.0926791277258567,0.0920195439739414,0.185714285714286,0.100574712643678,0.230754238939778,0.215288035450517,0.312595226003047,0.186394557823129,0.277010406811731,0.299396442185515,0.281756756756757,0.51128818061089,0.532520325203252,0.536314914063944
São Francisco do Glória,3161403,MG,0.0540039799629452,0.0308069792802617,0.133755318045035,0.110353227771011,0.058139534883721,0.100634559062805,0.111750437186213,0.249892881189937,0.3468855788761,0.320559531554977,0.104459493994378,0.0713947692210619,0.239778854685687,0.263961605584642,0.520882584712372,0.564540059347181
Tombos,3169208,MG,0.222199045102675,0.203492691559607,0.262093552154404,0.346751568844592,0.450323624595469,0.469352062628394,0.493835280259154,0.604578553202083,0.666666666666667,0.61513029949436,0.633746862560151,0.523918867202449,0.544002525252525,0.494547607178465,0.526015265396492,0.521778514549599
Vieiras,3171402,MG,0.252618349392543,0.2593707250342,0.1996632996633,0.237299771167048,0.313134978229318,0.428099823147966,0.44781746031746,0.454353691439784,0.449799196787149,0.692759856630824,0.703244380467279,0.496252465483235,0.413638139898398,0.521176470588235,0.503694581280788,0.447560975609756
Volta Grande,3172103,MG,0.208133971291866,0.18243912797282,0.335264174126733,0.396509840860642,0.390845986984816,0.431983702571938,0.427450980392157,0.528008298755187,0.458459979736575,0.249967620774511,0.530593607305936,0.467851099830795,0.553173948887057,0.306666666666667,0.742960288808664,0.744541484716157
Bela Vista de Minas,3106002,MG,0.238918918918919,0.337573706828857,0.318778691149781,0.44028667907105,0.491857073407876,0.494881688438473,0.690140845070423,0.696969696969697,0.793103448275862,0.75,0.793103448275862,0.851851851851852,0.880172741078208,0.957446808510638,1,1
João Monlevade,3136207,MG,0.202216932784566,0.238491285425574,0.28271484375,0.316605981178441,0.313600359126568,0.337923196223296,0.38921693496294,0.413307118985886,0.421367332328593,0.398200681657414,0.408051884272741,0.443201390947784,0.467994279445185,0.556654951385313,0.558202443280977,0.571178204400105
Bom Jesus do Amparo,3107703,MG,0.104735318444996,0.296782683424643,0.275268817204301,0.278238645885705,0.308328134747349,0.163279694757797,0.244313133108228,0.217605462082419,0.214102564102564,0.110380116959064,0.264005602240896,0.180390095772016,0.214941022280472,0.359489318115306,0.488804206546142,0.591243131868132
Dionísio,3121803,MG,0.137393162393162,0.198979328831383,0.297794671082342,0.260972297664313,0.289700374531835,0.370042194092827,0.514115092290988,0.499602859412232,0.526677978883861,0.619235530795419,0.594749837556855,0.489911043610328,0.676289839937341,0.720234917245061,0.57087366276108,0.456043956043956
Ferros,3125903,MG,0.223901031333519,0.14620232172471,0.128077306541913,0.146078144791971,0.159706557155802,0.168575616573776,0.238416611321639,0.259009009009009,0.251135473766641,0.329376401059711,0.322575811095769,0.36170536733917,0.616016612495486,0.778424657534247,0.649093703069884,0.608653698239333
Itabira,3131703,MG,0.326072273922329,0.270899243787066,0.295223291158281,0.318644016746484,0.388483532934321,0.425994016223311,0.489332816772886,0.486114511488617,0.505396572640952,0.483140823799841,0.50866743731691,0.511361227702926,0.575394249190057,0.578316290635155,0.618382645945407,0.663769493862857
Itambé do Mato Dentro,3132800,MG,0.397590361445783,0.259420289855072,0.149584487534626,0.16839378238342,0.170854271356784,0.129268292682927,0.0778301886792453,0.0771276595744681,0.111111111111111,0.306392694063927,0.161062906724512,0.215859030837004,0.215767634854772,0.296511627906977,0.218867924528302,0.223826714801444
Nova Era,3144706,MG,0.322621250327482,0.37156813081665,0.329013269425102,0.413291754516646,0.482411317567568,0.498099726360596,0.651343519494204,0.662277046174362,0.655490649466553,0.718686478051428,0.746666666666667,0.67787855883094,0.617323320192922,0.577355857762121,0.609605547904781,0.720130026750866
Passabém,3147501,MG,0.174633431085044,0.178264604810997,0.205980066445183,0.225705329153605,0.146586345381526,0.0355828220858896,0.00959595959595961,0.141008174386921,0.227272727272727,0.492201834862385,0.905511811023622,NA,NA,NA,NA,NA
Rio Piracicaba,3155702,MG,0.144017256693313,0.187472008715124,0.267473389355742,0.297280361876865,0.329028532430375,0.423112729313192,0.49219285029448,0.516232861010774,0.519175616983664,0.530584831576772,0.509861355204062,0.552769461077844,0.746452702702703,0.717323446556358,0.853411276251608,0.844444444444444
Santa Maria de Itabira,3158003,MG,0.165130279060854,0.352233782600009,0.325862893517373,0.308374605471625,0.343283582089552,0.607656427172456,0.636363636363636,0.666666666666667,0.608108108108108,0.614285714285714,0.653917050691244,0.650602409638554,0.689012096774194,0.668163672654691,0.796296296296296,0.795918367346939
Santo Antônio do Rio Abaixo,3160504,MG,0.393974732750243,0.214441332088391,0.114219114219114,0.121588089330025,0.141573033707865,0.17979797979798,0.158102766798419,0.116285714285714,0.0543588701483438,0.184668803418803,0.109916951636541,0.0902711323763955,0.747540983606557,0.252417302798982,0.879712746858169,NA
São Domingos do Prata,3161007,MG,0.36373755125952,0.356176900584795,0.356533877196209,0.366451612903226,0.359543481305139,0.446137306430945,0.472859673990078,0.573011283678326,0.596826301786393,0.612903225806452,0.451259298417853,0.570379937965599,0.80688693278137,0.847946463541456,0.775389643036702,0.755028678096834
São Gonçalo do Rio Abaixo,3161908,MG,0.19527427246974,0.138241024750661,0.218233407352578,0.184107060604067,0.314642937679193,0.336595776687163,0.463650421354145,0.480309423347398,0.544338763850959,0.582285844807526,0.588627049180328,0.7747113997114,0.774044795783926,0.794871794871795,0.920792079207921,0.957446808510638
São José do Goiabal,3163409,MG,0.375612756181828,0.367055771725032,0.371069182389937,0.375238606537819,0.379714048901782,0.313636363636364,0.337118548727324,0.324528301886792,0.371857258718573,0.402268760907504,0.387123745819398,0.515767152336001,0.272901325478645,0.690113723067979,0.644867037724181,0.713473096737264
São Sebastião do Rio Preto,3164803,MG,0.0890306122448979,0.0350963914977756,0.0421768707482993,0.0378787878787879,0.0901898734177215,0.178714859437751,0.382173382173382,0.577836411609499,0.55425219941349,0.573863636363636,0.660112359550562,NA,NA,NA,0.224390243902439,0.346246973365617
Acaiaca,3100401,MG,0.190364277320799,0.164680688660843,0.202173435784852,0.128715740664072,0.285105375325598,0.187699972084434,0.359181415929204,0.411362493715435,0.271312718401793,0.153531815528313,0.238795679154217,0.248644207066557,0.172885572139304,0.556328233657858,0.584720121028744,0.695522388059701
Belo Vale,3106408,MG,0.300393137955683,0.149048625792812,0.112244897959184,0.205400823016195,0.204174352667896,0.193969261610424,0.224064837905237,0.269455608330289,0.142060810810811,0.259783263094521,0.231724137931034,0.378787878787879,0.536143117040631,0.697978596908442,0.67458019687319,0.571993712339534
Diogo de Vasconcelos,3121704,MG,0.296463178294574,0.355671458625526,0.248542385298697,0.371028913992088,0.498085548627065,0.262642225031606,0.333971291866029,0.282326111744584,0.292959427207637,0.318461251862891,0.558307533539732,0.576008273009307,0.648283038501561,0.818003913894325,0.810361681329423,0.318425760286225
Mariana,3140001,MG,0.304416874344358,0.329570833622491,0.303002827765647,0.365676597815902,0.394080406282674,0.412535493686506,0.423177435800263,0.45664627039627,0.530669296014101,0.547559609671732,0.596092341222308,0.635636502158679,0.690705617232878,0.724945866414969,0.538998230160368,0.810674508017454
Moeda,3142304,MG,0.136640073996994,0.12363628217478,0.0501446051167965,0.113176800018362,0.247078984265462,0.152144752989526,0.187019230769231,0.21,0.294090539441583,0.31336282325491,0.402339281628918,0.31237242614145,0.371147153865275,0.361909175162187,0.416175410322745,0.513046937151949
Ouro Preto,3146107,MG,0.441584506964423,0.478340173564413,0.534271053834031,0.498570384991058,0.484913350629639,0.492808773874666,0.548393415903805,0.570328065160733,0.602217057738664,0.602999421906774,0.632352334279082,0.65844398890688,0.733862755338657,0.787010099413009,0.527576400487519,0.746620038582662
Arinos,3104502,MG,0.485836866309075,0.504977876106195,0.438477177596173,0.482421875,0.529620276803396,0.562215629243313,0.595760584026357,0.597773039564084,0.604831914460877,0.6784140969163,0.638391900136867,0.589999414485626,0.713020282631872,0.726043401152024,0.845570170365931,0.837375759194282
Bonfinópolis de Minas,3108206,MG,0.4468506939149,0.544303797468354,0.646676852559205,0.645905164423683,0.632916746779466,0.575757575757576,0.676470588235294,0.756756756756757,0.842105263157895,0.885714285714286,0.890625,0.777777777777778,0.887323943661972,0.844537928068383,0.909090909090909,0.890909090909091
Dom Bosco,3122470,MG,0.184649387181033,0.268829444128249,0.236711810106306,0.21541057367829,0.193714535137495,0.179864253393665,0.167471541911004,0.1934455667789,0.230057803468208,0.331209503239741,0.295420078859569,0.277245508982036,0.194555424990208,0.275173611111111,0.200794241747332,0.342013888888889
Natalândia,3144375,MG,0.107943625880846,0.126942104559433,0.291954387076338,0.285935563816605,0.244955156950673,0.111111111111111,0.233178053830228,0.289903181189488,0.235983263598326,0.237488626023658,0.259140767824497,0.225868725868726,0.30067264573991,0.32410941475827,0.671762589928057,0.677600749765698
Buritis,3109303,MG,0.353429812446206,0.385178571428571,0.452418735207472,0.507316668739377,0.564352426941617,0.58490969327776,0.644843476879072,0.573462853290962,0.558063193817257,0.388026923849709,0.723916013616944,0.766859322732457,0.566880351073441,0.728003197611196,0.587289948059884,0.817708333333333
Formoso,3126208,MG,0.127756998753259,0.190288097671464,0.169616751383204,0.199109304738845,0.251686298197926,0.223251028806584,0.270662382600099,0.194033530571992,0.252710738020287,0.167931456548348,0.308690811064229,0.206512640214298,0.289250353606789,0.438131313131313,0.749437696806118,0.534415029888984
Guarda-Mor,3128600,MG,0.395705845115003,0.351851851851852,0.388904006046863,0.30929209103483,0.377780319992155,0.571428571428571,0.595953116799813,725,0.805555555555556,0.868421052631579,0.885714285714286,0.662543554006969,0.656824499521129,0.600966311469985,0.954022988505747,875
João Pinheiro,3136306,MG,0.338705998413696,0.34728352308469,0.358792907947634,0.34041578117241,0.352682265515164,0.348164980849618,0.369974793080329,0.412492908251241,0.445443499770046,0.451785195714308,0.493038123453286,0.523944189027468,0.559844187151693,0.653437084926674,0.740481864563628,0.662481528764865
Brasilândia de Minas,3108552,MG,0.300620124488542,0.265995260663507,0.279640084906379,0.318145035792095,0.315837995595874,0.330882352941176,0.345588235294118,0.352939054715812,0.372340425531915,0.419753086419753,0.546333129334965,0.565133397728408,0.504280425728829,0.506345484467617,0.504773460930882,0.419159832801843
Paracatu,3147006,MG,0.336605510983229,0.371877224091967,0.368785858267663,0.359305998906704,0.413561504080839,0.434233076678333,0.493071397652904,0.530312203583097,0.519627156912587,0.528104125676724,0.554442632440076,0.565505951226467,0.604920116219298,0.622703114868632,0.658498234941229,0.596984201365645
Unaí,3170404,MG,0.323054835386733,0.355431838276666,0.384370980393355,0.347750523179932,0.399811082001105,0.38828042328732,0.486640209307111,0.513064493288315,0.529376737217416,0.546297311062882,0.529920039413898,0.5331327614563,0.577924342974878,0.591822808201097,0.631157649331862,0.735621760616217
Cabeceira Grande,3109451,MG,0.213793103448276,0.287496816908582,0.192512218963832,0.120480474270155,0.278037031461689,0.226478632478632,0.299585769980507,0.322939460247994,0.451901565995526,0.418553285477637,0.307400597563778,0.286068548387097,0.414239751483885,0.308985507246377,0.293011690804397,0.836802270577105
Vazante,3171006,MG,0.358952723540529,0.314057757521231,0.383668965057476,0.432726061800169,0.435681632653061,0.453969806463383,0.465393868360989,0.507145688987899,0.561137748256978,0.641926705370102,0.686823295419231,0.610872186952465,0.705665334467719,0.71302270259804,0.770296275226587,0.747688486542491
Uruana de Minas,3170479,MG,0.258522727272727,0.0274633821571238,0.050685748360167,0.0918945553091894,0.0978577837595334,0.117701474669424,0.274123106319094,0.313924345748091,0.317767653758542,0.26976506639428,0.424947145877378,0.418016194331984,0.377201112140871,0.396797153024911,0.382322750934819,0.342391304347826
Alpinópolis,3101904,MG,0.319624430045596,0.322263706032619,0.339696748264523,0.33167849811167,0.250109839070071,0.350976027285804,0.413605958296979,0.477444496929617,0.499796676006757,0.459398229444359,0.548399682959912,0.532119881034088,0.625767743403094,0.690816772221009,0.764401644828338,0.6079332212263
São José da Barra,3162948,MG,0.217870703401526,0.169418301274942,0.222707013840019,0.210820672329226,0.267856753871959,0.336206896551724,0.286205817954332,0.232732477740848,0.227619760479042,0.213333886836315,0.221236559139785,0.162717219589258,0.256201926667165,0.239890198178897,0.418836291913215,0.161333773159602
Capitólio,3112802,MG,0.23257698541329,0.300444115470022,0.296939087848179,0.321952311042466,0.354593614107585,0.315438154381544,0.359324236517219,0.350016897600541,0.419439206860897,0.439290909892435,0.453956914834245,0.512438736894348,0.622416169039963,0.659069020866774,0.834454648777875,0.845221825063078
Carmo do Rio Claro,3114402,MG,0.286478038264619,0.248840306593944,0.26843579993086,0.311770814244701,0.44621874181723,0.471617737811866,0.573682504962126,0.575757575757576,0.610599215667577,0.643778129355052,0.689273353126213,0.633458145509185,0.658006449135469,0.817876344086022,0.707062391476114,0.724432230749467
Delfinópolis,3121209,MG,0.235876854297907,0.376468769325912,0.193504578612448,0.228344970749198,0.211718561011853,0.258369408369408,0.255584540850999,0.211971740526654,0.344554125998225,0.451408218850079,0.501670843776107,0.493240582753642,0.456952034001214,0.312147716229349,0.715715126545026,0.750297973778308
Doresópolis,3123403,MG,0.366625310173697,375,0.441176470588235,0.356743986254295,0.409252669039146,0.370227272727273,0.176727028839705,0.254385964912281,0.46989247311828,0.153125,0.329073482428115,0.333333333333333,375,0.384831460674157,NA,NA
Formiga,3126109,MG,0.275326999280993,0.256652202244983,0.295177217597986,0.307433971613076,0.310848516110188,0.396227558535883,0.472010469926267,0.516195002657654,0.533787482270212,0.546361907853549,0.555642400294998,0.54186873663601,0.604463299582696,0.653714661406969,0.708341476226143,0.754586340757251
Córrego Fundo,3119955,MG,0.060217315106905,0.144511432982869,0.362024048096192,0.300420528664607,0.155112044817927,0.197644460802356,0.179016296588056,0.297977243994943,0.195587535680304,0.2190976127984,0.107843137254902,0.156603253377447,0.358594657375145,0.270618556701031,0.344386795999699,0.358680555555556
Fortaleza de Minas,3126307,MG,0.063715953307393,0.103000811030008,0.0960689045936396,0.0655860884499785,0.0975488982421392,0.425564485265978,0.289328932893289,0.207106124357176,0.193585077343039,0.0593657817109145,0.324234693877551,0.42255472430036,0.341212121212121,0.102352941176471,0.513966480446927,0.524184476940383
Pimenta,3150505,MG,0.22068693785495,0.274435139201406,0.430379746835443,0.434210526315789,0.430379746835443,0.522222222222222,0.558139534883721,0.585185185185185,0.508189482689628,0.517676767676768,0.482076652924111,0.666666666666667,0.784810126582278,0.704545454545455,0.895522388059702,0.65982244705649
São João Batista do Glória,3162203,MG,0.107391304347826,0.127750410509031,0.151389981641752,0.188082887628672,0.11501976284585,0.163149962321025,0.231186685962373,0.214899713467049,0.349996224420449,0.504003086717469,0.588379384675681,0.541939711664482,0.554483744194355,0.280672268907563,0.285343035343035,0.35458409228901
São Roque de Minas,3164308,MG,0.130567654910777,0.199483312386538,0.38383637807784,0.271628923562625,0.200771956466717,0.269438561611272,0.190277288510895,0.147747747747748,0.147977618565854,0.194998683864175,0.171678386380459,0.139893641406501,0.15275876817793,0.149309718086546,0.181521739130435,0.260088640074644
Vargem Bonita,3170602,MG,0.262019230769231,0.277099680325487,0.24031746031746,0.300443591895456,0.281787824300026,0.275638312879109,0.377572639225182,0.485148514851485,0.396533044420368,0.363789237668161,0.412200435729847,0.325274725274725,0.22967032967033,0.284678362573099,0.391891891891892,0.144343891402715
Arapuá,3103801,MG,0.150248344370861,0.232848232848233,0.110955710955711,0.271521086716159,0.435222672064777,0.527613412228797,0.07338238068289,0.543710021321962,0.68452380952381,0.510357815442561,NA,0.555746140651801,0.591503267973856,NA,0.453435114503817,0.458208955223881
Carmo do Paranaíba,3114303,MG,0.29941997600119,0.279472140762463,0.379405065642199,0.361456877438587,0.429104482612139,0.524432446266861,0.601938628529597,0.622087654734025,0.669116842088801,0.67925579862208,0.711711711711712,0.668355390898744,0.657177968520062,0.824120603015075,0.892857142857143,0.84020618556701
Lagamar,3137106,MG,0.317168519613265,0.303615878422639,0.292380904923261,0.207480055925652,0.159970238095238,0.198906356801094,0.270314212641578,0.341310909874946,0.305540803682068,0.407635467980296,0.656341320864991,0.681792399319342,0.598583852112341,0.743136984411643,0.603364822912842,0.626446161099626
Lagoa Formosa,3137502,MG,0.317434733827888,0.443872955624758,0.551355232453778,0.549007162934083,0.62111801242236,0.568862275449102,0.654054054054054,0.821428571428571,0.808139534883721,0.847457627118644,0.849533901146804,0.800995024875622,0.78125,0.783505154639175,0.754285714285714,0.953846153846154
Matutina,3141207,MG,0.112256752831833,0.164161392405063,0.199680511182109,0.21075559561364,0.0914642609299098,0.14665541253429,0.207497160166604,0.470588235294118,0.620689655172414,0.689655172413793,0.857142857142857,0.790282823040996,0.897435897435897,0.942857142857143,1,1
Presidente Olegário,3153400,MG,0.431798806479113,0.420064161467653,0.479166666666667,0.5,0.512963443090485,528,0.62143131783745,0.647136744279339,0.707175953396256,0.730507587650445,0.768456678700361,0.728093008375989,0.7414191094498,0.705513447823723,0.817609853251223,0.829526624839125
Lagoa Grande,3137536,MG,0.157384987893462,0.216011994002998,0.215760266370699,0.221932451141376,0.213150563505129,0.186226422618336,0.330555555555556,0.5,0.614035087719298,0.660714285714286,0.732142857142857,0.745393159156885,0.844827586206897,0.896551724137931,875,0.913793103448276
Rio Paranaíba,3155504,MG,0.401007349923516,0.371102348488448,0.339307391133376,0.348484848484849,0.523032738072803,0.626701046667458,0.637962767082716,0.711864406779661,0.745287056921158,0.79,0.812441760781244,0.757698208100713,0.703138891278786,0.700028595939377,0.910112359550562,0.87603305785124
Santa Rosa da Serra,3159704,MG,0.181818181818182,0.233289986996099,0.247120596205962,0.220288624787776,0.272198613285618,0.293899242865463,0.371001429042542,0.523476911136981,0.428571428571429,0.6,0.533333333333333,0.533333333333333,0.613470319634703,0.65,0.789473684210526,0.586206896551724
São Gonçalo do Abaeté,3161700,MG,0.263553311696117,0.208022831774219,0.337072188668392,0.329453599306158,0.344629385702311,0.410678659035159,0.469387755102041,0.537982200953643,0.736842105263158,0.785714285714286,0.859649122807018,0.842105263157895,0.847457627118644,0.88,0.888888888888889,0.88185138032699
Varjão de Minas,3170750,MG,0.148860398860399,0.187813313027476,0.217955886921404,0.174357121119903,0.276196500105419,0.352941176470588,0.666666666666667,0.637024392929905,0.724635462512917,0.806451612903226,0.851851851851852,0.888888888888889,0.826086956521739,0.607142857142857,0.75,925
São Gotardo,3162104,MG,0.325708005178552,0.368380269744511,0.363746425856056,0.38225900116144,0.411837491442408,0.382116235732588,0.421662156066757,0.465328397677267,0.506484072407918,0.556305438177147,0.6408484787895,0.660962535344015,0.692449522841561,0.708203691496374,0.863128007729807,0.658529146818126
Tiros,3168903,MG,0.341463414634146,0.419753086419753,0.418084600760456,0.652779028916314,0.703198090692124,0.738383362145738,0.817447858264185,0.867747098839536,0.847826086956522,0.844444444444444,0.818181818181818,0.74748222140009,0.833333333333333,675,0.888888888888889,0.488372093023256
Albertina,3101409,MG,0.151427786930258,0.169054441260745,0.400329489291598,0.280530973451327,0.203418803418803,0.281880909787886,0.191452991452991,0.360861759425494,0.368705035971223,0.350847457627119,0.318681318681319,0.380261248185776,0.354319180087848,0.185449358059914,0.149232914923292,0.266949152542373
Alterosa,3102001,MG,0.364413955069374,0.469549266247379,0.478289097551285,0.482385889529363,0.560975609756098,0.574290314809884,0.573486220568799,0.603707940639365,0.577947492752067,0.666666666666667,0.735294117647059,0.81956282866337,0.852916490201363,0.83695652173913,0.938271604938272,0.922077922077922
Andradas,3102605,MG,0.296373193496588,0.397744176351644,0.449928785564145,0.408898723780756,0.393110517383341,0.49925750459465,0.54831050779633,0.578967495219885,0.621538073919026,0.648622933617334,0.717878412850756,0.68300310230495,0.767664709589917,0.807210323452623,0.848499901010054,0.82472091841474
Areado,3104304,MG,0.328533678477053,0.32265360711195,0.356942044954723,0.389377289377289,0.407071061243572,0.353546634273138,0.381578947368421,0.476595744680851,0.580952380952381,0.584070796460177,0.603960396039604,0.515384615384615,0.446190476190476,0.6875,0.722222222222222,0.758620689655172
Bandeira do Sul,3105301,MG,0.0493525179856115,0.158461538461538,0.119118905047049,0.0944261092775944,0.0176905602010731,0.0845878136200717,0.161904761904762,0.142224267878718,0.463529856386999,0.306477093206951,0.250552852720035,0.486046511627907,0.670245398773006,0.636842105263158,0.160818713450292,0.451636904761905
Bom Jesus da Penha,3107604,MG,0.0473549488054608,0.175966447848286,0.142857142857143,0.188950276243094,0.0913978494623656,0.0396292745286034,0.104152637485971,0.413419913419913,0.379078014184397,0.376068376068376,0.252495279201511,0.221382289416847,0.20254506892895,0.305095748133723,0.416094822208359,0.610798650168729
Botelhos,3108404,MG,0.3186877475099,0.318947168377043,0.276991809381981,0.298434664246824,0.431056328992109,0.489221140472879,0.528089887640449,0.571428571428571,0.595031635031635,0.58670761076991,0.637842954838499,0.696819852107245,0.794259916156079,0.882352941176471,0.807692307692308,0.888998831013603
Cabo Verde,3109501,MG,0.257693957061652,0.344226742847351,0.367424052850208,0.435335902994394,0.454750637058609,0.463070393722425,0.439576502938644,0.449574681930723,0.459183673469388,0.405416488581363,0.460238775264546,0.611601583460732,0.640654997176736,0.726027397260274,0.916666666666667,0.883333333333333
Caldas,3110301,MG,0.178278612502319,0.290386793015078,0.261409566850196,0.311033995244522,0.208478254178337,0.239850293031083,0.24416303917689,0.327777496967246,0.398689198937852,0.35583641594739,0.435896989430795,0.556934168089547,0.519915741095366,0.521867321867322,0.726577437858509,0.774072686399401
Campestre,3111002,MG,0.276147959183673,0.514101518857384,0.510528271045397,0.520581962539857,0.546492762483796,0.549883448303902,0.578303996047187,0.55445586880616,0.638402549053598,0.673357226901793,0.679813868859916,0.698533320824342,0.722666486711431,0.772505884149392,0.840425531914894,0.84393063583815
Conceição da Aparecida,3117108,MG,0.370160130880968,0.340887881615785,0.415776522056143,0.52898277163841,0.541953211808162,0.682797769554078,0.723263345895181,0.675981806406029,0.6875,0.730769230769231,0.773176694282222,0.786867621823895,0.729306724542551,0.690829352167242,1,0.964912280701754
Congonhal,3117900,MG,0.102733419651849,0.15576509906899,0.210078931390407,0.174170893484198,0.174150404144152,0.143130678844965,0.228087448812907,0.31125122693773,0.328280318091451,0.449730546116088,0.59569009748589,0.507635597682991,0.586224754013465,0.650364203954214,0.173127987254381,0.163850486431132
Divisa Nova,3122405,MG,0.0756780611149543,0.105352171857766,0.164115646258503,0.146067415730337,0.202578976796198,0.243939393939394,0.222598327733852,0.390243902439024,0.604166666666667,0.591836734693878,0.727272727272727,0.76,0.78,0.680851063829787,0.682926829268293,0.605968629185176
Ibitiúra de Minas,3129905,MG,0.185882767118465,0.170234454638124,0.153851707457945,0.162544802867383,0.26864406779661,0.310534846029173,0.472144846796657,0.366688396349413,0.184931506849315,0.232193732193732,0.15495867768595,0.63777490297542,0.955085865257596,NA,0.606211180124224,NA
Ipuiúna,3131505,MG,0.0980263157894737,0.16147605621631,0.23343792021515,0.242377791345692,0.316531839867247,0.739130434782609,0.788617886178862,0.857142857142857,0.845528455284553,0.897435897435897,0.897435897435897,0.84297520661157,0.876106194690266,0.877358490566038,0.920792079207921,0.946808510638298
Monte Belo,3143005,MG,0.298736757799701,0.452790964816867,0.511340113401134,0.493013225991949,0.514100785945446,0.541363636363636,0.637362637362637,0.653061224489796,0.684210526315789,0.758241758241758,0.746268656716418,0.757987391211393,0.830769230769231,0.808219178082192,0.918032786885246,0.807692307692308
Muzambinho,3144102,MG,0.397076388817751,0.446535527201719,0.455493397267572,0.557576416050992,0.668700329051088,0.689680426293572,0.655014532292001,0.700022948943666,0.752575314966219,0.694811348121217,0.738159479566899,0.637678442481809,0.689759766251974,0.58907300168711,0.745352501575678,0.54556167294504
Nova Resende,3145109,MG,0.410571557409391,0.336843765041743,0.32343059239611,0.341629821345124,0.259141718678374,0.303405180397547,0.290440445416584,0.350942655145326,0.334920262664165,0.39149994497634,0.41863149588547,0.439248540238639,0.490421645107139,0.644414251207729,0.843729903536977,0.779958573305042
Santa Rita de Caldas,3159209,MG,0.229467258601554,0.217392731151038,0.165809682804674,0.213287401574803,0.30557707203718,0.338323353293413,0.286210245205147,0.273280802292264,0.249073438572409,0.150485436893204,0.132847815168257,0.139118457300275,0.150635644039338,0.526845637583893,0.433145009416196,0.579694323144105
Senador José Bento,3165800,MG,0.109722222222222,0.104081632653061,0.391836734693878,0.242063492063492,0.223938223938224,0.421428571428571,0.21969696969697,0.388888888888889,0.886274509803922,0.716666666666667,0.547979797979798,0.396969696969697,0.237654320987654,0.208333333333333,0.127337843215281,0.076056338028169
